Frequency (GHz),Beta_TE_1,Alpha_TE_1,Beta_TM_1,Alpha_TM_1,Beta_TE_2,Alpha_TE_2,Beta_TM_2,Alpha_TM_2,Beta_TE_3,Alpha_TE_3,Beta_TM_3,Alpha_TM_3,Beta_TE_4,Alpha_TE_4,Beta_TM_4,Alpha_TM_4,Beta_TE_5,Alpha_TE_5,Beta_TM_5,Alpha_TM_5,Beta_TE_6,Alpha_TE_6,Beta_TM_6,Alpha_TM_6
70.90909090909092,3.114545779698764,0.0,2.7470710172394237,0.0,2.4138589796315184,0.0,1.0885325703319915,0.0,1.0000000000000382,0.0,0.9720852243048772,0.0,1.0000000000000346,0.0,0.7672975882418333,0.0,1.0000000000000346,0.0,0.6880835988664604,0.0,0.9385746235470807,0.0,0.0,0.0
71.81818181818183,3.116261130695746,0.0,2.758868738186576,0.0,2.4322388324768247,0.0,1.111162247142811,0.0,1.000000000000111,0.0,0.9749083884861638,0.0,1.0000000000000195,0.0,0.784158197194264,0.0,1.000000000000008,0.0,0.6976423309231895,0.0,0.9999999999999911,0.0,0.24048775197549188,0.0
72.72727272727273,3.1179212710444797,0.0,2.7701952546904827,0.0,2.449960764409788,0.0,1.138520013734495,0.0,1.0000000000000941,0.0,0.9773318705738049,0.0,1.000000000000023,0.0,0.8004759183933992,0.0,1.0000000000000098,0.0,0.7067227171791036,0.0,1.0000000000000009,0.0,0.3410601266412545,0.0
73.63636363636365,3.1195285469167953,0.0,2.7810758277144676,0.0,2.467056399139581,0.0,1.170799006722009,0.0,1.0000000000000826,0.0,0.9794132709032466,0.0,1.0000000000000515,0.0,0.8160285039663272,0.0,1.0000000000000275,0.0,0.7153599057571436,0.0,1.000000000000023,0.0,0.4166152242613476,0.0
74.54545454545455,3.121085181137855,0.0,2.791534018284472,0.0,2.483555462936109,0.0,1.2077983711211235,0.0,1.0000000000000844,0.0,0.9812085342063379,0.0,1.0000000000000302,0.0,0.8305842498791973,0.0,1.0000000000000187,0.0,0.723585493022617,0.0,0.9524286141161965,0.0,0.477388629755995,0.0
75.45454545454547,3.122593280885125,0.0,2.801591824829408,0.0,2.4994859191352097,0.0,1.2488982863053746,0.0,1.0000000000000533,0.0,0.9827674491883798,0.0,1.0000000000000142,0.0,0.8439596832913572,0.0,1.0000000000000053,0.0,0.7314279907909368,0.0,0.9579611596375371,0.0,0.527210251609355,0.0
76.36363636363637,3.124054844831376,0.0,2.811269807636388,0.0,2.5148740919738177,0.0,1.2931661678272532,0.0,1.0000000000000622,0.0,0.9841321872253177,0.0,1.0000000000000497,0.0,0.8560598943306268,0.0,1.0000000000000178,0.0,0.7389132173917672,0.0,0.9659738900582642,0.0,0.5683119999296854,0.0
77.27272727272727,3.125471769780207,0.0,2.8205872017920592,0.0,2.529744780634654,0.0,1.3395432302570653,0.0,1.0000000000001288,0.0,0.9853375160857883,0.0,1.0000000000000435,0.0,0.8668855637213335,0.0,1.0000000000000329,0.0,0.7460646273343466,0.0,1.0000000000000187,0.0,0.6023990762169287,0.0
78.18181818181819,3.126845856832404,0.0,2.829562019813182,0.0,2.544121364312389,0.0,1.3870215493105358,0.0,1.000483710100984,0.0,0.9864117304411387,0.0,1.00000000000004,0.0,0.8765123315231883,0.0,1.000000000000023,0.0,0.7529035910359498,0.0,1.0000000000000195,0.0,0.6308920715477382,0.0
79.0909090909091,3.1281788171218006,0.0,2.8382111450275205,0.0,2.558025899055654,0.0,1.434753500699926,0.0,1.032887256220596,0.0,0.9873777673044188,0.0,1.0000000000000275,0.0,0.8850596956456107,0.0,1.0000000000000275,0.0,0.7594496336144823,0.0,0.999999999999992,0.0,0.6549652205214561,0.0
80.0,3.1294722771540795,0.0,2.846550416654435,0.0,2.5714792070774486,0.0,1.4820887117648542,0.0,1.0737318513551104,0.0,0.9882542607670936,0.0,1.0000000000000995,0.0,0.8926634968202629,0.0,1.0000000000000178,0.0,0.765720639873362,0.0,1.0000000000000044,0.0,0.6755601414432897,0.0
80.90909090909092,3.130727783779914,0.0,2.854594707419607,0.0,2.584500959170304,0.0,1.5285630284222522,0.0,1.1191862143382285,0.0,0.9890564474667338,0.0,1.000000000000119,0.0,0.8994575400029643,0.0,1.0000000000000417,0.0,0.771733031178325,0.0,1.0000000000000142,0.0,0.6934126454015337,0.0
